Category	SubCategory	Not_a_Category	Title	ID	Data type	Description
Work	Film/Aditional Information	1	aspect ratio	P2061	Item	aspect ratio: image width to height ratio of films, photographs, and other images
Work	Specialized properties	1	BLDAM object ID	P2081	External identifier	Object ID to identify cultural heritage monuments in Brandenburg, Germany
Work	Literature	0	ISBN-13	P212	External identifier	"International Standard Book Number: numeric commercial book identifier (for correct presentation, the 13 digits of an ISBN must be divided by hyphens;æISBN-13 Online Converterfor older numbers)"
Work	Art&Architecture	0	inventory number	P217	String	accession number: identifier for a physical object or a set of physical objects in a collection
Work	Specialized properties	1	Florentine musea catalogue ID	P2242	External identifier	Q27825023: identifier for artworks from the catalogue of the national Florentine musea
Work	Literature	0	ISSN	P236	External identifier	International Standard Serial Number: International Standard Serial Number (print or electronic)
Work	Generic	1	series	P179	Item	series of creative works: subject is part of a series, whose sum constitutes the object
Work	Literature	0	OCLC control number	P243	External identifier	Online Computer Library Center: identifier from the Online Computer Library Center
Work	Film Crew	1	costume designer	P2515	Item	costume designer: person who designed the costumes for a film, television programme, etc
Work	Film Crew	1	production designer	P2554	Item	production designer: no description
Work	Music	0	record label	P264	Item	record label: brand and trademark associated with the marketing of subject music recordings and music videos
Work	Literature	0	author of foreword	P2679	Item	person who wrote the preface, foreword, or introduction of the book but who isn't an author of the rest of the book
Work	Literature	0	author of afterword	P2680	Item	person who wrote the postface, afterword, or conclusion of the book but who isn't an author of the rest of the book
Work	Film/Aditional Information	1	production company	P272	Item	production company: company that produced this film, audio or performing arts work
Work	Generic	1	license	P275	Item	license: license under which this copyrighted work is released
Work	Literature	0	place of publication	P291	Item	place of publication: geographical place of publication of the edition (use 1st edition when referring to works)
Work	Film Crew	1	film crew member	P3092	Item	filmmaking occupation: member of the crew creating an audiovisual work, used for miscellaneous roles qualified with the job title when no specific property exists. Don't use if such a property is available: notably for cast member (P161), director (P57), etc.
Work	Film Crew	1	director of photography	P344	Item	cinematographer: person responsible for the framing, lighting and filtration of the subject work
Work	Specialized properties	1	Joconde ID	P347	External identifier	Joconde: identifier in the Joconde database of the French Ministry of Culture
Work	Specialized properties	1	RKDimages	P350	External identifier	RKDimages: identifier per RKDimages of the Netherlands Institute for Art History
Work	Literature	0	DOI	P356	External identifier	Digital Object Identifier: serial code used to uniquely identify digital objects like academic papers
Work	Music	0	discography	P358	Item	discographyæandæthematic catalog: link to discography in artist or band page
Work	Specialized properties	1	Rijksmonument ID	P359	External identifier	Rijksmonument: identifier for a monument assigned by the Rijksdienst voor het Cultureel Erfgoed
Work	Generic	1	original language of work	P364	Item	original language: language in which a work was originally created
Work	Generic	1	presenter	P371	Item	presenter: someone who takes a main role in presenting a radio or television program
Work	Specialized properties	1	M_rim_e ID	P380	External identifier	Base M_rim_e: identifier for a monument in the M_rim_e database of French cultural heritage
Work	Specialized properties	1	PCP reference number	P381	External identifier	class A Swiss cultural property of national significanceæandæclass B Swiss cultural property of regional significance: identifier for cultural properties in Switzerland
Work	Literature	0	edition number	P393	String	number of edition (first, second,... as 1, 2 ...) for a book or event
Work	Film/Aditional Information	1	soundtrack album	P406	Item	soundtrack album: album that incorporates music directly recorded from the soundtrack of an audiovisual work
Work	Generic	1	language of work or name	P407	Item	for works (for original language use P364 and for persons P103 and P1412)
Work	Music	0	MusicBrainz artist ID	P434	External identifier	MusicBrainz artist ID: identifier for an artist per the MusicBrainz open music encyclopedia
Work	Music	0	MusicBrainz work ID	P435	External identifier	MusicBrainz: identifier for a work per the MusicBrainz open music encyclopedia
Work	Music	0	MusicBrainz release group ID	P436	External identifier	MusicBrainz: identifier for a release group per the MusicBrainz open music encyclopedia (album)
Work	Generic	1	distribution	P437	Item	method (or type) of distribution for the subject
Work	Generic	1	review score	P444	String	review score received by a creative work
Work	Generic	1	score by	P447	Item	the issuer of a review score (to be used as a qualifier foræreview scoreæ(P444))
Work	Generic	1	original network	P449	Item	network(s) the radio or television show was originally aired on, including
Work	Generic	1	character role	P453	Item	"role: specific role played or filled by subject -- use only as qualifier of ""cast member"" (P161) or ""voice actor"" (P725)"
Work	Art&Architecture	0	occupant	P466	Item	person or organization occupying a building or facility
Work	Specialized properties	1	Canadian Register of Historic Places ID	P477	External identifier	Canadian Register of Historic Places: identifier in the Canadian Register of Historic Places
Work	Film ID	1	FilmAffinity ID	P480	External identifier	FilmAffinity: FilmAffinity identification number of a creative work
Work	Generic	1	country of origin	P495	Item	country of origin: country of origin of the creative work or subject item
Work	Literature	0	author	P50	Item	author: main creator(s) of a written work (use on works, not humans)
Work	Film Crew	1	director	P57	Item	director: director(s) of this motion picture, play, video game or similar
Work	Literature	0	publication date	P577	Point in time	date of publication: date or point in time a work is first published or released
Work	Film Crew	1	screenwriter	P58	Item	screenwriter: author(s) of the screenplay or script for this work
Work	Specialized properties	1	cultural properties of Belarus reference number	P632	External identifier	cultural property of Belarus: identifier for aæcultural property of Belarus
Work	Specialized properties	1	Quebec cultural heritage directory ID	P633	External identifier	Cultural heritage register of Quebec: identifier in the directory of the cultural heritage of Quebec
Work	Literature	0	Open Library ID	P648	External identifier	Open Library: identifier for works, editions and authors
Work	Literature	0	translator	P655	Item	translator: adapts a creative work to another language
Work	Music	0	tracklist	P658	Item	songs contained in this item
Work	Generic	1	characters	P674	Item	fictional character: characters which appear in this item (plays, operas, operettas, books...)
Work	Music	0	lyrics by	P676	Item	"lyricist: author of song lyrics; also use P86 for music composer"
Work	Film ID	1	Rotten Tomatoes ID	P1258	External identifier	"Rotten Tomatoes: identifier on Rotten Tomatoes: must use prefix ""m/"" for movies, ""tv/"" for TV series (remove /s number on end unless the item is a specific season), ""celebrity/"" for celebrities, ""critic/"" for film critics, ""source-"" for review sources"
Work	Film Crew	1	voice actor	P725	Item	"voice actor: performer of a spoken role in a creative work such as animation, video game, radio drama, or dubbing over [use ""character role"" (P453) as qualifier] [use ""cast member"" (P161) for live acting]"
Work	Generic	1	cover artist	P736	Item	cover artist: name of person or team creating cover artwork for album, single, book, etc.
Work	Generic	1	edition(s)	P747	Item	edition: linking to an edition of this item
Work	Generic	1	distributor	P750	Item	distributor: distributor of a creative work
Work	Specialized properties	1	World Heritage Site ID	P757	External identifier	"World Heritage Site id: identifier for a site as assigned by UNESCO. Use on one item per site, link parts with property ""has part"" (P527)"
Work	Specialized properties	1	Kulturminne ID	P758	External identifier	Kulturminne identifier: Norwegian heritage property identification number of Riksantikvaren (the Directorate for Cultural Heritage)
Work	Specialized properties	1	Alberta Register of Historic Places ID	P759	External identifier	Alberta Register of Historic Places identifier: identifier of historic resources in the Alberta Register of Historic Places
Work	Specialized properties	1	PEI Register of Historic Places ID	P763	External identifier	identifier of a historic place in Prince Edward Island, Canada
Work	Generic	1	contributor(s) to the subject	P767	Item	"contributor: person or organization that contributed to a subject: co-creator of a creative work; a player assisted to score a point or a goal in a game etc."
Work	Specialized properties	1	code Bien de Inter_s Cultural	P808	External identifier	code Bien de Inter_s Cultural: identifier for an item in the Spanish heritage register
Work	Generic	1	dedicated to	P825	Item	Q28008298: person or organization to whom the subject was dedicated
Work	Music	0	tonality	P826	Item	keyæandætonality: key of a musical composition
Work	Music	0	IMSLP ID	P839	External identifier	International Music Score Library Project: identifier for a page on the International Music Score Library Project
Work	Generic	1	narrative location	P840	Item	geographic setting of film: the narrative of the work is set in this location
Work	Specialized properties	1	Saskatchewan Register of Heritage Property ID	P845	External identifier	Saskatchewan Register of Heritage Property: identifier in the Saskatchewan Register of Heritage Property
Work	Music	0	librettist	P87	Item	librettist: author of the libretto (words) of an opera, operetta, oratorio or cantata, or of the book of a musical
Work	Art&Architecture	0	commissioned by	P88	Item	project commissioning: person or organization that commissioned this work
Work	Film ID	1	PORT film ID	P905	External identifier	PORT.hu: PORT-network film database: identifier for a film or television program
Work	Film/Aditional Information	1	filming location	P915	Item	filming location: actual place where this scene/film was shot
Work	Film/Aditional Information	1	theme music	P942	Item	theme music: the theme music/song used under licence by the item (film, event, sport club/team, person, etc.)
Work	Literature	0	ISBN-10	P957	External identifier	International Standard Book Number: numeric commercial book identifier (for correct presentation, the 10 digits of an ISBN must be divided by hyphens)
Work	Literature	0	editor	P98	Item	editor: editor of a compiled work such as a book or academic journal
